app_id,is_multiplayer,price,rating,release_date,required_age,title
31220,0,19.99,-1,"2010-04-15 00:00:00",0,"Sam & Max: The Devil’s Playhouse "
31230,0,19.99,-1,"2010-04-15 00:00:00",0,"Sam & Max: The Devil’s Playhouse "
31240,0,19.99,-1,"2010-04-15 00:00:00",0,"Sam & Max: The Devil’s Playhouse "
31250,0,19.99,-1,"2010-04-15 00:00:00",0,"Sam & Max: The Devil’s Playhouse "
31260,0,19.99,-1,"2010-04-15 00:00:00",0,"Sam & Max: The Devil’s Playhouse "
31500,0,0,-1,"2009-03-19 00:00:00",0,COIL
31850,0,6.99,-1,"2009-10-10 00:00:00",0,"Nancy Drew®: Ghost Dogs of Moon Lake"
31870,0,6.99,-1,"2009-07-17 00:00:00",0,"Nancy Drew® Dossier™: Lights, Camera, Curses!"
31890,0,6.99,-1,"2009-10-10 00:00:00",0,"Nancy Drew®: Secret of the Scarlet Hand"
32000,0,4.99,-1,"2009-04-17 00:00:00",0,Raycatcher
32110,0,9.99,-1,"2009-07-13 00:00:00",0,"LUXOR: Mah Jong"
32120,0,9.99,-1,"2009-07-13 00:00:00",0,"Chainz 2: Relinked"
32140,0,9.99,-1,"2009-09-28 00:00:00",0,"Midnight Mysteries"
32150,0,4.99,-1,"2009-10-21 00:00:00",0,"Everyday Genius: SquareLogic"
32160,1,9.99,-1,"2009-10-15 00:00:00",0,"Zombie Bowl-o-Rama"
32200,1,9.99,-1,"2009-10-22 00:00:00",0,"Metal Drift"
32310,0,5.99,-1,"2009-07-08 00:00:00",0,"Indiana Jones® and the Last Crusade™"
32340,0,5.99,-1,"2009-07-08 00:00:00",0,LOOM™
32390,1,2.99,-1,"2009-09-16 00:00:00",0,"STAR WARS™ Jedi Knight - Mysteries of the Sith™"
32400,0,5.99,-1,"2009-09-16 00:00:00",0,"STAR WARS™ - Dark Forces"
32470,0,19.99,-1,"2010-05-25 00:00:00",0,"STAR WARS™ Empire at War - Gold Pack"
32610,1,19.99,-1,"2009-06-18 00:00:00",0,"Delta Force Xtreme 2"
32620,0,4.99,-1,"2009-06-18 00:00:00",0,"Delta Force"
32630,1,4.99,-1,"2009-06-18 00:00:00",0,"Delta Force 2"
32680,1,9.99,-1,"2009-06-18 00:00:00",0,"Delta Force — Black Hawk Down: Team Sabre"
32710,1,9.99,-1,"2009-06-18 00:00:00",0,"Armored Fist 3"
32720,1,9.99,-1,"2009-06-18 00:00:00",0,"F-16 Multirole Fighter"
32730,1,9.99,-1,"2009-06-18 00:00:00",0,"F-22 Lightning 3"
32740,1,9.99,-1,"2009-06-01 00:00:00",0,"MiG-29 Fulcrum"
32760,1,9.99,-1,"2009-06-18 00:00:00",0,"Tachyon: The Fringe"
32770,1,19.99,-1,"2009-09-29 00:00:00",0,"Joint Operations: Combined Arms Gold"
33100,0,4.99,-1,"2009-05-27 00:00:00",0,"Alien Shooter"
33110,0,4.99,-1,"2009-05-27 00:00:00",0,"Alien Shooter: Revisited"
33120,0,4.99,-1,"2009-05-27 00:00:00",0,"Alien Shooter 2: Reloaded"
33130,0,4.99,-1,"2009-05-27 00:00:00",0,"Zombie Shooter"
33180,0,9.99,-1,"2009-11-18 00:00:00",0,"Zombie Shooter 2"
33340,1,9.99,78,"2010-02-25 00:00:00",0,"Dawn of Discovery™: Venice"
33520,0,6.99,-1,"2009-07-26 00:00:00",0,"Tropico Reloaded"
33530,0,6.99,-1,"2009-07-26 00:00:00",0,"Tropico Reloaded"
33550,1,9.99,-1,"2009-09-11 00:00:00",0,"Time of Shadows"
33580,0,7.99,-1,"1970-01-01 00:00:00",0,"The Great Art Race"
33600,0,5.99,-1,"2009-12-02 00:00:00",0,"Broken Sword 2 - the Smoking Mirror: Remastered"
33620,1,9.99,-1,"2009-11-25 00:00:00",0,"Crash Time 3"
33650,0,4.99,-1,"2010-05-28 00:00:00",0,"Puzzler World"
33660,1,4.99,-1,"2010-05-28 00:00:00",0,Ziro
33680,0,4.99,-1,"2010-06-07 00:00:00",0,eversion
33730,0,9.99,-1,"1970-01-01 00:00:00",0,"18 Wheels of Steel: Extreme Trucker"
33750,0,24.99,-1,"1970-01-01 00:00:00",0,"Prison Tycoon 4: SuperMax"
33770,0,19.99,-1,"2011-02-16 00:00:00",0,"Drakensang: The River of Time"
33780,0,9.99,-1,"2011-05-13 00:00:00",0,"Drakensang - Phileasson's Secret"
33790,0,19.99,-1,"2011-06-09 00:00:00",0,"Elizabeth Find M.D. - Diagnosis Mystery - Season 2"
33950,0,4.99,-1,"2010-11-05 00:00:00",0,"Fish Fillets 2"
33980,0,9.99,-1,"2010-11-05 00:00:00",0,"Pound of Ground"
34330,1,29.99,-1,"2011-03-15 00:00:00",0,"Total War: SHOGUN 2"
34420,1,6.99,-1,"2009-08-28 00:00:00",0,"XIII Century – Gold Edition"
